Placement,Origin,Destination,Advertiser Origin,Advertiser Destination,Average CPC (USD),Average Rank,First Rank Bid (USD),Third Rank Bid (USD),6th Rank Bid (USD),9th Rank Bid (USD),Est. Clicks,Est. Impressions,Est. Spend (USD)
FlyDealFarePanelM_US_FPCMP2,OMA,HYD,OMA,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,OMA,DEL,OMA,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,NYC,TRV,NYC,TRV,1,1.33,1.01,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,NYC,HYD,NYC,HYD,1,1,1,1.01,1.01,1.01,2,2,2
FlyDealFarePanelM_US_FPCMP2,NYC,DEL,NYC,DEL,1,1.32,1.22,1.01,1.01,1.01,3,21,3
FlyDealFarePanelM_US_FPCMP2,NYC,COK,NYC,COK,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,NYC,BOM,NYC,BOM,1,2.11,1.51,1.01,1.01,1.01,1,11,1
FlyDealFarePanelM_US_FPCMP2,NYC,ATQ,NYC,ATQ,1,1,1,1.01,1.01,1.01,2,4,2
FlyDealFarePanelM_US_FPCMP2,MSP,COK,MSP,COK,1,2,1.22,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,MSP,BLR,MSP,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MIA,RPR,MIA,RPR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MIA,DEL,MIA,DEL,1,2,1.22,1.01,1.01,1.01,1,8,1
FlyDealFarePanelM_US_FPCMP2,MEM,BLR,MEM,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MCO,STV,MCO,STV,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MCO,HYD,MCO,HYD,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,MCO,DEL,MCO,DEL,1,2.33,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,MCO,BOM,MCO,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MCO,AMD,MCO,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MCI,VGA,MCI,VGA,1,2,1.22,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,MCI,PNQ,MCI,PNQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MCI,CCU,MCI,CCU,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MCI,AMD,MCI,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MAF,MAA,MAF,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,MAA,NYC,MAA,NYC,0.45,2,0.51,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,MAA,DFW,MAA,DFW,0.45,3,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,MAA,CVG,MAA,CVG,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,MAA,CLE,MAA,CLE,0.45,2.5,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,LNK,HYD,LNK,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,LKO,MIA,LKO,MIA,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,LGA,IDR,LGA,IDR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,LGA,HYD,LGA,HYD,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,LGA,DEL,LGA,DEL,1,2.65,1.22,1.01,1.01,1.01,0,6,0
FlyDealFarePanelM_US_FPCMP2,LGA,BOM,LGA,BOM,1,2,1.22,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,LGA,AMD,LGA,AMD,1,2,1.22,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,LEX,BOM,LEX,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAX,MAA,LAX,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAX,CJB,LAX,CJB,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,LAX,CCU,LAX,CCU,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAX,BLR,LAX,BLR,1,3.38,1.51,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,LAX,ATQ,LAX,ATQ,1,2,1.22,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,LAS,BOM,LAS,BOM,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,LAS,BLR,LAS,BLR,1,4,1.51,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,JFK,IXE,JFK,IXE,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,JFK,BOM,JFK,BOM,1,2.51,1.22,1.01,1.01,1.01,0,10,0
FlyDealFarePanelM_US_FPCMP2,JFK,BLR,JFK,BLR,1,2,1.22,1.01,1.01,1.01,2,7,2
FlyDealFarePanelM_US_FPCMP2,JFK,BDQ,JFK,BDQ,1,2,1.22,1.01,1.01,1.01,3,6,3
FlyDealFarePanelM_US_FPCMP2,JAN,BOM,JAN,BOM,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,IND,HYD,IND,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IND,DEL,IND,DEL,1,2.46,1.22,1.01,1.01,1.01,0,8,0
FlyDealFarePanelM_US_FPCMP2,IND,BOM,IND,BOM,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IND,BLR,IND,BLR,1,2,1.22,1.01,1.01,1.01,1,6,1
FlyDealFarePanelM_US_FPCMP2,IND,ATQ,IND,ATQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IND,AMD,IND,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAH,VTZ,IAH,VTZ,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,IAH,HYD,IAH,HYD,1,2,1.22,1.01,1.01,1.01,3,6,3
FlyDealFarePanelM_US_FPCMP2,IAH,DEL,IAH,DEL,1,2.81,1.22,1.01,1.01,1.01,0,6,0
FlyDealFarePanelM_US_FPCMP2,IAH,COK,IAH,COK,1,2.27,1.22,1.01,1.01,1.01,3,9,3
FlyDealFarePanelM_US_FPCMP2,IAH,BDQ,IAH,BDQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,TRV,IAD,TRV,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,COK,IAD,COK,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,BLR,IAD,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,BBI,IAD,BBI,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,ATQ,IAD,ATQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,SFO,HYD,SFO,0.45,2,1.22,0.46,0.46,0.46,3,5,1.35
FlyDealFarePanelM_US_FPCMP2,HYD,SEA,HYD,SEA,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HYD,ORD,HYD,ORD,0.45,2.59,1.22,0.46,0.46,0.46,1,2,0.45
FlyDealFarePanelM_US_FPCMP2,HYD,NYC,HYD,NYC,0.45,3.44,0.67,0.61,0.46,0.46,1,3,0.45
FlyDealFarePanelM_US_FPCMP2,HYD,MSP,HYD,MSP,0.45,2,1.22,0.46,0.46,0.46,1,2,0.45
FlyDealFarePanelM_US_FPCMP2,HYD,LAS,HYD,LAS,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HYD,IAH,HYD,IAH,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HYD,EWR,HYD,EWR,0.45,3.5,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HYD,DFW,HYD,DFW,0.45,2.45,1.22,0.46,0.46,0.46,0,9,0
FlyDealFarePanelM_US_FPCMP2,HYD,BOS,HYD,BOS,0.45,3,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HYD,ATL,HYD,ATL,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HPN,COK,HPN,COK,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,HPN,BOM,HPN,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,HOU,SXV,HOU,SXV,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,HOU,HYD,HOU,HYD,1,3,1.22,1.01,1.01,1.01,1,4,1
FlyDealFarePanelM_US_FPCMP2,HOU,COK,HOU,COK,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,HOU,BOM,HOU,BOM,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,HNL,DEL,HNL,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,GRR,BOM,GRR,BOM,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,EWR,PAT,EWR,PAT,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,EWR,HYD,EWR,HYD,1,2.71,1.22,1.02,1.01,1.01,0,14,0
FlyDealFarePanelM_US_FPCMP2,EWR,DEL,EWR,DEL,1,3.85,1.22,1.01,1.01,1.01,2,27,2
FlyDealFarePanelM_US_FPCMP2,EWR,CJB,EWR,CJB,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,EWR,CCU,EWR,CCU,1,2,1.22,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,EWR,BOM,EWR,BOM,1,2.57,1.22,1.01,1.01,1.01,5,21,5
FlyDealFarePanelM_US_FPCMP2,EWR,ATQ,EWR,ATQ,1,2,1.22,1.01,1.01,1.01,0,15,0
FlyDealFarePanelM_US_FPCMP2,EWR,AMD,EWR,AMD,1,2.64,1.22,1.02,1.01,1.01,1,64,1
FlyDealFarePanelM_US_FPCMP2,ECP,BOM,ECP,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DTW,VGA,DTW,VGA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DTW,HYD,DTW,HYD,1,2,1.22,1.01,1.01,1.01,0,13,0
FlyDealFarePanelM_US_FPCMP2,DTW,DEL,DTW,DEL,1,3.89,1.22,1.01,1.01,1.01,0,8,0
FlyDealFarePanelM_US_FPCMP2,DTW,BOM,DTW,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DTW,AMD,DTW,AMD,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,DTT,DEL,DTT,DEL,1,1,1,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,DTT,BOM,DTT,BOM,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,DFW,VTZ,DFW,VTZ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DFW,VGA,DFW,VGA,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,DFW,DEL,DFW,DEL,1,2.74,1.22,1.01,1.01,1.01,0,9,0
FlyDealFarePanelM_US_FPCMP2,DFW,COK,DFW,COK,1,2.7,1.22,1.01,1.01,1.01,0,6,0
FlyDealFarePanelM_US_FPCMP2,DFW,BOM,DFW,BOM,1,2.8,1.22,1.01,1.01,1.01,0,8,0
FlyDealFarePanelM_US_FPCMP2,DFW,BLR,DFW,BLR,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,DFW,ATQ,DFW,ATQ,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEN,DEL,DEN,DEL,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,DEN,BDQ,DEN,BDQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEN,ATQ,DEN,ATQ,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,DEN,AMD,DEN,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEL,LAX,DEL,LAX,0.45,3.13,1.22,0.46,0.46,0.46,0,6,0
FlyDealFarePanelM_US_FPCMP2,DEL,JFK,DEL,JFK,0.45,4.47,1.22,0.53,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,DEL,EWR,DEL,EWR,0.45,2.4,1.22,0.46,0.46,0.46,0,5,0
FlyDealFarePanelM_US_FPCMP2,DCA,BLR,DCA,BLR,1,2.52,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,DAY,DEL,DAY,DEL,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,DAL,COK,DAL,COK,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DAL,ATQ,DAL,ATQ,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,CVG,VGA,CVG,VGA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CVG,MAA,CVG,MAA,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CVG,BOM,CVG,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CRP,HYD,CRP,HYD,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,COK,SEA,COK,SEA,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,COK,JFK,COK,JFK,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLT,VGA,CLT,VGA,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,CLT,HYD,CLT,HYD,1,2.36,1.22,1.01,1.01,1.01,1,7,1
FlyDealFarePanelM_US_FPCMP2,CLT,CJB,CLT,CJB,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLT,BHO,CLT,BHO,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLT,AMD,CLT,AMD,1,2,1.22,1.01,1.01,1.01,0,11,0
FlyDealFarePanelM_US_FPCMP2,CLE,DMU,CLE,DMU,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLE,DEL,CLE,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLE,BDQ,CLE,BDQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLE,ATQ,CLE,ATQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLE,AMD,CLE,AMD,1,2,1.22,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,CHI,VGA,CHI,VGA,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,CHI,PNQ,CHI,PNQ,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,CHI,MAA,CHI,MAA,1,1,1,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,CHI,DEL,CHI,DEL,1,1.63,1.51,1.01,1.01,1.01,3,6,3
FlyDealFarePanelM_US_FPCMP2,CHI,COK,CHI,COK,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,CHI,ATQ,CHI,ATQ,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,CHI,AMD,CHI,AMD,1,1,1,1.01,1.01,1.01,1,5,1
FlyDealFarePanelM_US_FPCMP2,CCU,WAS,CCU,WAS,0.45,2,0.47,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,CCJ,IAH,CCJ,IAH,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,BUR,VNS,BUR,VNS,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BUR,PNQ,BUR,PNQ,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,BUF,HYD,BUF,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BUF,ATQ,BUF,ATQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BRO,GOI,BRO,GOI,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BOS,HYD,BOS,HYD,1,2,1.22,1.01,1.01,1.01,0,7,0
FlyDealFarePanelM_US_FPCMP2,BOS,BLR,BOS,BLR,1,3,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,BOS,ATQ,BOS,ATQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BOS,AMD,BOS,AMD,1,2,1.22,1.01,1.01,1.01,0,13,0
FlyDealFarePanelM_US_FPCMP2,BOM,STL,BOM,STL,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,BOM,SFO,BOM,SFO,0.45,4.29,1.22,0.61,0.46,0.46,0,3,0
FlyDealFarePanelM_US_FPCMP2,BOM,ORL,BOM,ORL,0.45,1,0.45,0.46,0.46,0.46,1,2,0.45
FlyDealFarePanelM_US_FPCMP2,BOM,MEM,BOM,MEM,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,BOM,LAX,BOM,LAX,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,BOM,ATL,BOM,ATL,0.45,3,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,BNA,STV,BNA,STV,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BNA,HYD,BNA,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BNA,BLR,BNA,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BLR,SEA,BLR,SEA,0.45,3,1.23,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,BLR,NYC,BLR,NYC,0.45,2,0.59,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,BLR,EWR,BLR,EWR,0.45,3,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,BLR,DAL,BLR,DAL,0.45,2,1.22,0.46,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,BDL,HYD,BDL,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,AUS,NAG,AUS,NAG,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,AUS,BOM,AUS,BOM,1,4,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,AUS,BLR,AUS,BLR,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ATQ,SLC,ATQ,SLC,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,ATQ,SEA,ATQ,SEA,0.45,3,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,ATL,DEL,ATL,DEL,1,2.7,1.22,1.01,1.01,1.01,1,6,1
FlyDealFarePanelM_US_FPCMP2,ATL,CCJ,ATL,CCJ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ATL,BOM,ATL,BOM,1,3.06,1.22,1.02,1.01,1.01,1,24,1
FlyDealFarePanelM_US_FPCMP2,ATL,BDQ,ATL,BDQ,1,2,1.22,1.01,1.01,1.01,2,3,2
FlyDealFarePanelM_US_FPCMP2,AMD,ATL,AMD,ATL,0.45,2,1.22,0.46,0.46,0.46,0,4,0
FlyDealFarePanelM_US_FPCMP2,ADS,AMD,ADS,AMD,1,2,1.01,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ABQ,HYD,ABQ,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ABQ,DEL,ABQ,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,WAS,HYD,WAS,HYD,0.75,1,0.75,0.76,0.76,0.76,1,4,0.75
FlyDealFarePanelMOW_US_FPCMP2,WAS,DEL,WAS,DEL,0.75,2,0.99,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,VGA,CGI,VGA,CGI,0.25,2,0.52,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,TRV,ORD,TRV,ORD,0.25,3,1.22,0.26,0.26,0.26,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,TPA,HYD,TPA,HYD,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,TIR,TPA,TIR,TPA,0.25,2,1.22,0.26,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,STV,BOS,STV,BOS,0.25,4,1.22,0.31,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,PAT,SFO,PAT,0.9,2,1.22,0.91,0.91,0.91,1,1,0.9
FlyDealFarePanelMOW_US_FPCMP2,SFO,IXC,SFO,IXC,0.9,2,1.22,0.91,0.91,0.91,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,HYD,SFO,HYD,0.9,4,1.22,1.01,0.91,0.91,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,DEL,SFO,DEL,0.92,2.68,1.22,0.93,0.93,0.93,1,17,0.92
FlyDealFarePanelMOW_US_FPCMP2,SFO,BOM,SFO,BOM,0.92,3,1.22,0.93,0.93,0.93,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,BLR,SFO,BLR,1.21,3,1.35,1.22,1.22,1.22,1,2,1.21
FlyDealFarePanelMOW_US_FPCMP2,SFO,ATQ,SFO,ATQ,0.92,2.73,1.22,0.93,0.93,0.93,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,SEA,MAA,SEA,MAA,0.92,3,1.22,0.93,0.93,0.93,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,SEA,HYD,SEA,HYD,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SEA,DEL,SEA,DEL,0.92,3.05,1.22,1.01,0.93,0.93,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,SEA,BOM,SEA,BOM,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,PHL,TRV,PHL,TRV,0.75,2,1.22,0.76,0.76,0.76,5,5,3.75
FlyDealFarePanelMOW_US_FPCMP2,PHL,BLR,PHL,BLR,0.75,2,1.22,0.76,0.76,0.76,0,6,0
FlyDealFarePanelMOW_US_FPCMP2,PHL,ATQ,PHL,ATQ,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ORL,DEL,ORL,DEL,0.75,1,0.75,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,HYD,ORD,HYD,0.92,2,1.22,0.93,0.93,0.93,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,ORD,COK,ORD,COK,0.9,2,1.22,0.91,0.91,0.91,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,NYC,HYD,NYC,HYD,0.75,1,0.75,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,NYC,DEL,NYC,DEL,1.21,1.13,1.22,1.22,1.22,1.22,3,7,3.63
FlyDealFarePanelMOW_US_FPCMP2,NYC,BOM,NYC,BOM,1.8,1,1.8,1.81,1.81,1.81,1,1,1.8
FlyDealFarePanelMOW_US_FPCMP2,MSP,BLR,MSP,BLR,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MOB,BOM,MOB,BOM,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MEM,MAA,MEM,MAA,0.75,2,1.22,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelMOW_US_FPCMP2,MDW,AMD,MDW,AMD,0.75,3,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MAA,MSP,MAA,MSP,0.25,4,1.22,0.52,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,MAA,AUS,MAA,AUS,0.93,2,1.22,0.94,0.94,0.94,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,LGA,IDR,LGA,IDR,0.75,2,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,LAX,HYD,LAX,HYD,0.75,3,1.22,0.76,0.76,0.76,0,10,0
FlyDealFarePanelMOW_US_FPCMP2,LAX,BOM,LAX,BOM,0.92,2.7,1.22,0.93,0.93,0.93,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,LAX,AMD,LAX,AMD,0.75,2.35,1.22,0.76,0.76,0.76,1,5,0.75
FlyDealFarePanelMOW_US_FPCMP2,JFK,DEL,JFK,DEL,1.13,2,1.22,1.14,1.14,1.14,2,8,2.26
